grid 33*113*37 with 37*37*15 nodes
3
X
Y
Z
1000	-350	275.3
1037	-350	275.3
1074	-350	275.3
1111	-350	275.3
1148	-350	275.3
1185	-350	275.3
1222	-350	275.3
1259	-350	275.3
1296	-350	275.3
1333	-350	275.3
1370	-350	275.3
1407	-350	275.3
1444	-350	275.3
1481	-350	275.3
1518	-350	275.3
1555	-350	275.3
1592	-350	275.3
1629	-350	275.3
1666	-350	275.3
1703	-350	275.3
1740	-350	275.3
1777	-350	275.3
1814	-350	275.3
1851	-350	275.3
1888	-350	275.3
1925	-350	275.3
1962	-350	275.3
1999	-350	275.3
2036	-350	275.3
2073	-350	275.3
2110	-350	275.3
2147	-350	275.3
2184	-350	275.3
1000	-313	275.3
1037	-313	275.3
1074	-313	275.3
1111	-313	275.3
1148	-313	275.3
1185	-313	275.3
1222	-313	275.3
1259	-313	275.3
1296	-313	275.3
1333	-313	275.3
1370	-313	275.3
1407	-313	275.3
1444	-313	275.3
1481	-313	275.3
1518	-313	275.3
1555	-313	275.3
1592	-313	275.3
1629	-313	275.3
1666	-313	275.3
1703	-313	275.3
1740	-313	275.3
1777	-313	275.3
1814	-313	275.3
1851	-313	275.3
1888	-313	275.3
1925	-313	275.3
1962	-313	275.3
1999	-313	275.3
2036	-313	275.3
2073	-313	275.3
2110	-313	275.3
2147	-313	275.3
2184	-313	275.3
1000	-276	275.3
1037	-276	275.3
1074	-276	275.3
1111	-276	275.3
1148	-276	275.3
1185	-276	275.3
1222	-276	275.3
1259	-276	275.3
1296	-276	275.3
1333	-276	275.3
1370	-276	275.3
1407	-276	275.3
1444	-276	275.3
1481	-276	275.3
1518	-276	275.3
1555	-276	275.3
1592	-276	275.3
1629	-276	275.3
1666	-276	275.3
1703	-276	275.3
1740	-276	275.3
1777	-276	275.3
1814	-276	275.3
1851	-276	275.3
1888	-276	275.3
1925	-276	275.3
1962	-276	275.3
1999	-276	275.3
2036	-276	275.3
2073	-276	275.3
2110	-276	275.3
2147	-276	275.3
2184	-276	275.3
1000	-239	275.3
1037	-239	275.3
1074	-239	275.3
1111	-239	275.3
1148	-239	275.3
1185	-239	275.3
1222	-239	275.3
1259	-239	275.3
1296	-239	275.3
1333	-239	275.3
1370	-239	275.3
1407	-239	275.3
1444	-239	275.3
1481	-239	275.3
1518	-239	275.3
1555	-239	275.3
1592	-239	275.3
1629	-239	275.3
1666	-239	275.3
1703	-239	275.3
1740	-239	275.3
1777	-239	275.3
1814	-239	275.3
1851	-239	275.3
1888	-239	275.3
1925	-239	275.3
1962	-239	275.3
1999	-239	275.3
2036	-239	275.3
2073	-239	275.3
2110	-239	275.3
2147	-239	275.3
2184	-239	275.3
1000	-202	275.3
1037	-202	275.3
1074	-202	275.3
1111	-202	275.3
1148	-202	275.3
1185	-202	275.3
1222	-202	275.3
1259	-202	275.3
1296	-202	275.3
1333	-202	275.3
1370	-202	275.3
1407	-202	275.3
1444	-202	275.3
1481	-202	275.3
1518	-202	275.3
1555	-202	275.3
1592	-202	275.3
1629	-202	275.3
1666	-202	275.3
1703	-202	275.3
1740	-202	275.3
1777	-202	275.3
1814	-202	275.3
1851	-202	275.3
1888	-202	275.3
1925	-202	275.3
1962	-202	275.3
1999	-202	275.3
2036	-202	275.3
2073	-202	275.3
2110	-202	275.3
2147	-202	275.3
2184	-202	275.3
1000	-165	275.3
1037	-165	275.3
1074	-165	275.3
1111	-165	275.3
1148	-165	275.3
1185	-165	275.3
1222	-165	275.3
1259	-165	275.3
1296	-165	275.3
1333	-165	275.3
1370	-165	275.3
1407	-165	275.3
1444	-165	275.3
1481	-165	275.3
1518	-165	275.3
1555	-165	275.3
1592	-165	275.3
1629	-165	275.3
1666	-165	275.3
1703	-165	275.3
1740	-165	275.3
1777	-165	275.3
1814	-165	275.3
1851	-165	275.3
1888	-165	275.3
1925	-165	275.3
1962	-165	275.3
1999	-165	275.3
2036	-165	275.3
2073	-165	275.3
2110	-165	275.3
2147	-165	275.3
2184	-165	275.3
1000	-128	275.3
